avonet_species_name,species,name_change,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat.x,Trophic.Level,Trophic.Niche,LAT,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat.y,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Pericrocotus cinnamomeus,Pericrocotus cinnamomeus,0,Passeriformes,LC,No,Volant,8.6,25.9,Shrubland,Carnivore,Invertivore,20.5,13,7,4,3.5,15.3,67.2,17.4,49.7,68.3,Campephagidae,LC,0,15.39391471,2.151762203,Invertebrates,ArborealGleaning,PartiallyMigratory,Cooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.398027907,5.800001332
Treron phoenicopterus,Treron phoenicopterus,0,Columbiformes,LC,No,Volant,235,39.5,Forest,Herbivore,Frugivore,21.9,21,12.2,6.5,7.8,25.1,188.2,74.2,113.9,106.3,Columbidae,LC,0,15.39305126,5.459585514,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.344735711,5.68595789
Dicaeum concolor,Dicaeum concolor,0,Passeriformes,LC,No,Volant,6.2,20.3,Forest,Herbivore,Omnivore,13.05,10.9,7.1,2.7,3,11.8,47.2,9.5,37.6,26.2,Dicaeidae,LC,0,15.39282175,1.824549292,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.916290732,1.27708678,5.243861181
Piaya melanogaster,Piaya melanogaster,0,Cuculiformes,LC,No,Volant,102.8,8.8,Forest,Carnivore,Invertivore,-2.67,34.5,20.8,8.4,10.7,34.3,134.8,11.9,123.3,212.4,Cuculidae,LC,0,15.39248753,4.632979887,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.934583925,0.720843424,1.30833282
Rollandia rolland,Rollandia rolland,0,Podicipediformes,LC,No,Volant,324.3,34,Wetland,Carnivore,Aquatic predator,-32.15,32.8,16.6,5.2,8.9,48.9,134.6,45.5,88.7,42,Podicipedidae,LC,0,15.39204913,5.781576502,AquaticAnimals,AquaticSurface,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,1.044447802,3.044522438
Polytmus guainumbi,Polytmus guainumbi,0,Caprimulgiformes,LC,No,Volant,5.2,63.4,Grassland,Herbivore,Nectarivore,-9.69,25.2,22.3,2.8,2.2,4,59.2,37.5,21.6,40,Trochilidae,LC,0,15.3915647,1.648658626,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.136787051,3.198673118
Turdus naumanni,Turdus naumanni,0,Passeriformes,LC,No,Volant,73.2,32.8,Forest,Omnivore,Invertivore,58.7,22.9,12.1,4.6,5.4,31.6,128.7,42,86.2,90.4,Turdidae,LC,0,15.39070291,4.29292216,Invertebrates,GroundForaging,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,0.720843424,1.064710737
Anthoscopus caroli,Anthoscopus caroli,0,Passeriformes,LC,No,Volant,6.9,15.5,Woodland,Omnivore,Invertivore,-11.97,9.2,6.7,2.9,3.2,13.1,52.6,8.1,44.1,29.9,Remizidae,LC,0,15.39038684,1.931521412,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,weak,Terrestrial,No,1.609437912,1.004962932,3.608211551
Caprimulgus pectoralis,Caprimulgus pectoralis,0,Caprimulgiformes,LC,No,Volant,51.4,41.2,Woodland,Carnivore,Invertivore,-11.86,19,7.2,4.8,3.2,17.8,159.3,65.5,93.9,117.7,Caprimulgidae,LC,0,15.38892691,3.94022166,Invertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedGround,weak,Terrestrial,No,0.405465108,1.037801986,3.226843995
Phoenicurus auroreus,Phoenicurus auroreus,0,Passeriformes,LC,No,Volant,16.2,20.5,Forest,Omnivore,Invertivore,45.76,14,8.2,3.2,3.4,22.2,72.5,14.8,57.5,65.9,Muscicapidae,LC,0,15.38871856,2.785011242,Invertebrates,AerialSallying,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.252762968,1.10297439,4.065602093
Pterocles coronatus,Pterocles coronatus,0,Pterocliformes,LC,No,Volant,300,65.2,Desert,Herbivore,Granivore,25.77,17.6,8.8,4.6,5.5,24.7,191.8,124,66,78.6,Pteroclidae,LC,0,15.38741153,5.703782475,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,1.098612289,0.836660027,2.261763098
Columbina squammata,Columbina squammata,0,Columbiformes,LC,No,Volant,52.9,20.9,Human Modified,Herbivore,Granivore,-11.81,15.7,9.3,2.8,3.6,15.8,95,19.8,74.5,90.7,Columbidae,LC,0,15.38690164,3.968403339,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.193641774,3.401197382
Charadrius ruficapillus,Charadrius ruficapillus,0,Charadriiformes,LC,No,Volant,37.4,52.7,Coastal,Carnivore,Aquatic predator,-27.1,15.7,8.8,2.6,3,24.9,99.2,51.5,46.2,38.6,Charadriidae,LC,0,15.38647089,3.621670704,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Coastal,No,0.405465108,0.795270729,1.722766598
Hypsipetes leucocephalus,Hypsipetes leucocephalus,0,Passeriformes,LC,No,Volant,51.8,24.7,Forest,Herbivore,Frugivore,25.06,25.2,14.3,4.9,5.7,18,117.8,29.1,88.7,97.8,Pycnonotidae,LC,0,15.38636189,3.947390149,Fruit,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.285407003,5.243861181
Acrocephalus gracilirostris,Acrocephalus gracilirostris,0,Passeriformes,LC,No,Volant,14.4,12.6,Wetland,Carnivore,Invertivore,-13.82,17.8,9.9,3.5,3.5,23.5,64.7,7.9,55,59.3,Acrocephalidae,LC,0,15.38629225,2.667228207,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Wetland,No,0.916290732,1.028737345,3.793239469
Melanitta perspicillata,Melanitta perspicillata,0,Anseriformes,LC,No,Volant,1096.3,51.2,Wetland,Carnivore,Aquatic predator,61.33,58.8,25.2,21.6,15.9,38,226.3,115,109.5,72.8,Anatidae,LC,0,15.38587112,6.999723517,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,none,Wetland,No,1.871802177,0.707106781,0.262364264
Corvus coronoides,Corvus coronoides,0,Passeriformes,LC,No,Volant,644.3,41.1,Shrubland,Omnivore,Omnivore,-27.75,61.1,39.8,16.2,20.1,63.6,356.1,147.8,211.6,198.7,Corvidae,LC,0,15.38497351,6.468164456,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,0.779920671,1.62924054
Numenius phaeopus,Numenius phaeopus,0,Charadriiformes,LC,No,Volant,364.6,53.5,Grassland,Carnivore,Omnivore,63.88,92.1,67.1,6.6,7.7,59.9,233,123.4,107,99.8,Scolopacidae,LC,0,15.38485021,5.898718577,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,none,Terrestrial,No,1.252762968,1.002490679,1.945910149
Brachygalba lugubris,Brachygalba lugubris,0,Piciformes,LC,No,Volant,15.9,24.6,Forest,Carnivore,Invertivore,-5.11,47.7,40,4.9,5.3,9.1,68.4,16.8,51.5,50,Galbulidae,LC,0,15.38386257,2.766319109,Invertebrates,AerialSallying,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,0.901334478,1.931521412
Icterus spurius,Icterus spurius,0,Passeriformes,LC,No,Volant,19.4,26.9,Forest,Carnivore,Invertivore,36.74,17.2,11.6,4.4,5.3,21.5,77,20.9,56.6,67,Icteridae,LC,0,15.38208003,2.967332799,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,none,Terrestrial,No,1.386294361,1.602824543,3.912023005
Acanthiza uropygialis,Acanthiza uropygialis,0,Passeriformes,LC,No,Volant,6.4,15,Woodland,Carnivore,Invertivore,-28.24,10.2,5.3,2,2.3,18,51.8,7.9,44.6,38.3,Acanthizidae,LC,0,15.3818692,1.85629799,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,0.66021958,0.955511445
Lanius isabellinus,Lanius isabellinus,0,Passeriformes,LC,No,Volant,25.2,25.4,Shrubland,Carnivore,Invertivore,43.37,18.9,9.9,5.7,7.2,24.9,90.9,23,67.4,78.6,Laniidae,LC,0,15.38174176,3.226843995,Invertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,0.819036259,2.687847494
Accipiter gularis,Accipiter gularis,0,Accipitriformes,LC,No,Volant,120.7,33.2,Forest,Carnivore,Vertivore,49.07,23.3,9.5,6.6,9.1,43.6,162.6,54.2,109,106.4,Accipitridae,LC,0,15.38059209,4.792976673,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.22338177,4.14472077
Microcerculus marginatus,Microcerculus marginatus,0,Passeriformes,LC,No,Volant,18.2,11.6,Forest,Carnivore,Invertivore,-5.05,19.2,12.2,3.4,3.6,23.5,58.7,6.8,51.5,24.2,Troglodytidae,LC,0,15.38008829,2.902519892,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,0.86117353,2.312535424
Pipra fasciicauda,Pipra fasciicauda,0,Passeriformes,LC,No,Volant,15.9,20,Forest,Herbivore,Frugivore,-13.45,14,7.3,4.1,4,16,63.7,12.7,50.9,29.8,Pipridae,LC,0,15.37981183,2.766319109,Fruit,AerialSallying,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.033299485,2.525728644
Leiothlypis peregrina,Leiothlypis peregrina,0,Passeriformes,LC,No,Volant,8.9,25.9,Forest,Carnivore,Invertivore,54.36,10.9,7.8,3.1,3.2,18.3,62.5,16.6,47.6,42.1,Parulidae,LC,0,15.37950012,2.186051277,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.791759469,0.965783571,1.193922468
Myrmoborus myotherinus,Myrmoborus myotherinus,0,Passeriformes,LC,No,Volant,18.8,14.8,Forest,Carnivore,Invertivore,-6.18,17.9,10.2,4.2,4.6,25.7,62,9.2,53.4,40.1,Thamnophilidae,LC,0,15.3794366,2.93385687,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.769160567,1.504077397
Dendrocygna eytoni,Dendrocygna eytoni,0,Anseriformes,LC,No,Volant,790,37.5,Grassland,Herbivore,Herbivore terrestrial,-23.42,41.9,30.3,16.4,15.2,55.1,232,87,145,67.8,Anatidae,LC,0,15.37940905,6.672020287,TerrestrialPlants,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,2.302585093,0.774596669,1.481604541
Halcyon malimbica,Halcyon malimbica,0,Coraciiformes,LC,No,Volant,91.8,19.6,Forest,Carnivore,Invertivore,3.9,56.6,45.3,15,16,16.8,113.5,22.3,91.3,78.5,Alcedinidae,LC,0,15.37862975,4.519612298,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.098612289,1.031025985,3.981549068
Euphonia minuta,Euphonia minuta,0,Passeriformes,LC,No,Volant,10,22.9,Forest,Herbivore,Frugivore,-2.79,10.6,5.7,4.1,3.6,12.4,51.4,11.8,39.5,27.7,Fringillidae,LC,0,15.37848608,2.302585093,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,0.763606698,1.740466175
Calidris alpina,Calidris alpina,0,Charadriiformes,LC,No,Volant,51.9,53.4,Wetland,Carnivore,Aquatic predator,68.24,36.9,28.1,2.9,4.3,24.7,115.1,61.6,53.7,48.6,Scolopacidae,LC,0,15.3767061,3.949126093,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,0.951597874,1.840549633
Hirundo aethiopica,Hirundo aethiopica,0,Passeriformes,LC,No,Volant,13.3,54.5,Grassland,Carnivore,Invertivore,9.55,11.3,5.3,3.8,2.4,10.8,105,56.9,47.6,60.2,Hirundinidae,LC,0,15.37668777,2.587764035,Invertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.930604859,3.875359021
Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,0,Passeriformes,LC,No,Volant,62.7,27,Wetland,Herbivore,Granivore,46.37,22.5,14.6,6.6,9.1,32.9,129.4,34.2,92.6,101.9,Icteridae,LC,0,15.37513572,4.138042417,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Wetland,No,1.252762968,1.228807099,2.468099531
Aethopyga siparaja,Aethopyga siparaja,0,Passeriformes,LC,No,Volant,6.7,17.4,Forest,Herbivore,Nectarivore,14.37,19,14.3,3.4,2.4,13,50.4,8.7,40.8,38.1,Nectariniidae,LC,0,15.37214667,1.902107526,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.693147181,1.209493234,5.292802186
Daphoenositta chrysoptera,Daphoenositta chrysoptera,0,Passeriformes,LC,No,Volant,11.7,30.2,Forest,Carnivore,Invertivore,-26.34,14.6,9.7,2.8,3.5,16.1,79.2,23.4,54,37.4,Neosittidae,LC,0,15.37155554,2.459588842,Invertebrates,BarkGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.805030478,1.648658626
Sporophila plumbea,Sporophila plumbea,0,Passeriformes,LC,No,Volant,9.7,22.6,Grassland,Herbivore,Granivore,-12.06,10.7,7,5.7,7.1,13.2,56.6,12.8,43.9,42,Thraupidae,LC,0,15.37144319,2.272125886,Seeds,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.112174306,3.058707073
Campephaga phoenicea,Campephaga phoenicea,0,Passeriformes,LC,No,Volant,27.1,22,Woodland,Carnivore,Invertivore,8.31,18.6,11,6.4,5.5,19.7,97.5,21.5,76.2,85.5,Campephagidae,LC,0,15.37024404,3.299533728,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.057371263,3.871201011
Ixobrychus eurhythmus,Ixobrychus eurhythmus,0,Pelecaniformes,LC,No,Volant,139,33.4,Wetland,Carnivore,Aquatic predator,41.99,57.2,38.3,6.6,10.4,45.8,143.4,47.4,94.6,40.6,Ardeidae,LC,0,15.37008063,4.934473933,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedElevated,none,Wetland,No,1.504077397,1.398027907,5.320078858
Pyrenestes ostrinus,Pyrenestes ostrinus,0,Passeriformes,LC,No,Volant,22.4,17.6,Forest,Herbivore,Granivore,-0.36,15.1,10.5,8.4,11.3,18.4,65.4,11.5,53.9,53.8,Estrildidae,LC,0,15.36776386,3.106826321,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.386294361,1.004962932,3.703768067
Charadrius mongolus,Charadrius mongolus,0,Charadriiformes,LC,No,Volant,64,58.5,Wetland,Carnivore,Aquatic predator,41.63,18,11.4,4,4.2,29.8,128.8,75.8,53.8,52.8,Charadriidae,LC,0,15.36564605,4.158883083,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,0.916290732,0.757928931,2.727852828
Chalcophaps indica,Chalcophaps indica,0,Columbiformes,LC,No,Volant,136.5,28.7,Forest,Herbivore,Omnivore,11.66,20.9,11.3,3.1,4.2,25.8,143.9,40,100.1,83.9,Columbidae,LC,0,15.36401794,4.916617612,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.272258388,5.081404365
Artamus fuscus,Artamus fuscus,0,Passeriformes,LC,No,Volant,39.8,48.4,Woodland,Carnivore,Invertivore,19.83,20.9,13.4,7.4,7.9,17.4,131.9,63.9,68.2,54.9,Artamidae,LC,0,15.36324292,3.683866912,Invertebrates,AerialScreaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.357906069,5.595083058
Chlorostilbon notatus,Chlorostilbon notatus,0,Caprimulgiformes,LC,No,Volant,4.2,67,Forest,Herbivore,Nectarivore,-1.6,19.4,14.8,1.8,1.9,4.3,48,32.1,15.8,30,Trochilidae,LC,0,15.36318625,1.435084525,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.968546928,2.727852828
Locustella luscinioides,Locustella luscinioides,0,Passeriformes,LC,No,Volant,13.9,30.1,Wetland,Carnivore,Invertivore,47.96,15.6,8.1,2.7,3,20.8,70.2,21.2,49.2,54.2,Locustellidae,LC,0,15.36272811,2.631169157,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Wetland,No,1.504077397,1.375532185,4.219507705
Thamnophilus aethiops,Thamnophilus aethiops,0,Passeriformes,LC,No,Volant,25.7,12.5,Forest,Carnivore,Invertivore,-5.65,19.3,11.4,5.2,6.5,21.5,71.9,8.9,63.8,59.3,Thamnophilidae,LC,0,15.36240186,3.246490992,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.800195241,1.740466175
Pygiptila stellaris,Pygiptila stellaris,0,Passeriformes,LC,No,Volant,24.1,12.3,Forest,Carnivore,Invertivore,-3.77,21.9,13.7,6.3,6.8,20,76.8,9.4,67.6,40.5,Thamnophilidae,LC,0,15.36151443,3.18221184,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.733836822,1.481604541
Glaucidium hardyi,Glaucidium hardyi,0,Strigiformes,LC,No,Volant,58.3,20.1,Forest,Carnivore,Invertivore,-6.14,14.7,8.9,6.4,8.9,18.9,89.5,18,71.6,48,Strigidae,LC,0,15.36132884,4.065602093,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.143507609,0.790252997,1.547562509
Ptilopachus petrosus,Ptilopachus petrosus,0,Galliformes,LC,No,Volant,193,21.2,Rock,Herbivore,Omnivore,10.19,16.9,10.1,5.8,6.3,28,117.2,24.8,91.7,75.5,Odontophoridae,LC,0,15.36113941,5.262690189,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.609437912,1.024113689,3.725693427
Dicaeum ignipectus,Dicaeum ignipectus,0,Passeriformes,LC,No,Volant,5.7,23.3,Forest,Herbivore,Omnivore,24.88,9.4,6,2.5,2.7,11.7,46.8,10.9,35.9,24.6,Dicaeidae,LC,0,15.36078871,1.743968805,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.916290732,1.231493032,5.156753802
Lonchura malacca,Lonchura malacca,0,Passeriformes,LC,No,Volant,12.6,24.4,Wetland,Herbivore,Granivore,17.61,12.2,8.3,7,8.1,17.1,54.7,13.6,42,37.8,Estrildidae,LC,0,15.36058585,2.533696814,Seeds,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Wetland,No,1.704748092,1.294722156,5.418320159
Prinia hodgsonii,Prinia hodgsonii,0,Passeriformes,LC,No,Volant,6.4,10.7,Shrubland,Carnivore,Invertivore,20.43,11.9,6.2,2.2,2.3,18.1,45.5,4.8,40.5,46.6,Cisticolidae,LC,0,15.35884689,1.85629799,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,1.349846923,5.630494679
Alcedo quadribrachys,Alcedo quadribrachys,0,Coraciiformes,LC,No,Volant,34.9,25.8,Wetland,Carnivore,Aquatic predator,1.58,48.4,36.5,7.3,9.2,11.8,77.1,20,57.6,36,Alcedinidae,LC,0,15.35755827,3.552486829,AquaticAnimals,AerialSallying,Sedentary,NonCooperative,Cavity,weak,Wetland,No,1.609437912,1.007417072,3.895893623
Tephrodornis virgatus,Tephrodornis virgatus,0,Passeriformes,LC,No,Volant,37.8,21.6,Forest,Carnivore,Invertivore,14.42,26.2,16.6,7,7.1,16.8,101,21.4,77.4,64.3,Vangidae,LC,0,15.35543231,3.632309103,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.286582502,5.172754144
Lybius torquatus,Lybius torquatus,0,Piciformes,LC,No,Volant,51.7,18.8,Grassland,Omnivore,Frugivore,-14.67,23.2,16.7,10.7,12.4,23.1,90,17,73.7,57,Lybiidae,LC,0,15.35541908,3.945457782,Fruit,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,1.050969125,3.284663565
Poecilotriccus latirostris,Poecilotriccus latirostris,0,Passeriformes,LC,No,Volant,8.1,12.3,Forest,Carnivore,Invertivore,-10.26,15,8.7,4.6,3.1,18.7,47.7,5.8,41.9,33.1,Tyrannidae,LC,0,15.35473137,2.091864062,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.99889426,0.872683969,1.774952351
Culicicapa ceylonensis,Culicicapa ceylonensis,0,Passeriformes,LC,No,Volant,7.7,18.9,Woodland,Carnivore,Invertivore,17.21,11.7,5.9,3.8,2.5,12.2,58.4,11,47.2,48.4,Stenostiridae,LC,0,15.35320995,2.041220329,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.170952997,4.943069975
Scotopelia peli,Scotopelia peli,0,Strigiformes,LC,No,Volant,1942.8,20.4,Wetland,Carnivore,Aquatic predator,-2.9,53.9,31.1,18.1,25,70.9,403.2,81,317.2,216.6,Strigidae,LC,0,15.35223538,7.571859774,AquaticAnimals,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Wetland,No,0.405465108,0.992414117,3.793239469
Corvus splendens,Corvus splendens,0,Passeriformes,LC,No,Volant,292.6,36.3,Human Modified,Omnivore,Omnivore,23.16,49.7,31.5,13.9,16.7,45.9,258.2,93.8,163.9,151.9,Corvidae,LC,0,15.35223026,5.678635592,Ca,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,1.504077397,1.348829322,5.719983854
Dicrurus aeneus,Dicrurus aeneus,0,Passeriformes,LC,No,Volant,26,29.4,Forest,Carnivore,Invertivore,14.77,21.6,13.3,7.6,6.1,16,116.9,34.4,82.5,84.6,Dicruridae,LC,0,15.34978763,3.258096538,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.259940787,5.212214667
Sarothrura pulchra,Sarothrura pulchra,0,Gruiformes,LC,No,Volant,45.2,10.4,Forest,Carnivore,Aquatic predator,0.32,17,8.3,2.9,4.7,31.5,80.6,8.5,72.8,41,Rallidae,LC,0,15.34910758,3.811097087,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,0.693147181,0.987258545,3.875359021
Oriolus auratus,Oriolus auratus,0,Passeriformes,LC,No,Volant,66.2,32.3,Woodland,Omnivore,Omnivore,-4.7,30.2,19,9.2,9.1,22.8,137.9,44.3,93,83.6,Oriolidae,LC,0,15.34647125,4.192680463,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.053116162,3.242592351
Pomatostomus superciliosus,Pomatostomus superciliosus,0,Passeriformes,LC,No,Volant,41.5,9.4,Forest,Carnivore,Invertivore,-28.83,28,18.9,4,5.8,26.7,78.1,7.4,71.7,79.7,Pomatostomidae,LC,0,15.34627647,3.726416058,Invertebrates,ForagingGeneralist,Sedentary,Cooperative,Cavity,weak,Terrestrial,No,0.916290732,0.707106781,1.360976553
Glaucidium cuculoides,Glaucidium cuculoides,0,Strigiformes,LC,No,Volant,198.2,23.3,Forest,Carnivore,Invertivore,23.89,20.7,13.4,8,13.4,23.4,147.8,34.5,113.2,81,Strigidae,LC,0,15.34421041,5.289074785,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,1.338524294,5.413875707
Campethera maculosa,Campethera maculosa,0,Piciformes,LC,No,Volant,54,18,Forest,Carnivore,Invertivore,0.57,17.5,12.7,6.4,5.2,16.7,100.4,18.1,82.4,64,Picidae,LC,0,15.34410737,3.988984047,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.268147887,0.989846401,3.718438256
Acanthiza chrysorrhoa,Acanthiza chrysorrhoa,0,Passeriformes,LC,No,Volant,9.3,15.6,Woodland,Carnivore,Invertivore,-28.8,11.7,6.2,2.1,2.5,18,58.3,9.1,49.1,37.9,Acanthizidae,LC,0,15.34290251,2.228938553,Invertebrates,GroundForaging,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.252762968,0.779920671,1.648658626
Cisticola fulvicapilla,Cisticola fulvicapilla,0,Passeriformes,LC,No,Volant,8.2,9.2,Grassland,Carnivore,Invertivore,-18.53,11,6.5,2.4,2.6,17.3,48.1,4.5,43.9,41.5,Cisticolidae,LC,0,15.34252931,2.109000344,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,1.021778181,3.295836866
Formicivora grisea,Formicivora grisea,0,Passeriformes,LC,No,Volant,10.4,8.1,Shrubland,Carnivore,Invertivore,-6.26,14.9,9.5,3.7,4,19.7,53.4,4.3,48.9,48.7,Thamnophilidae,LC,0,15.3420623,2.337952237,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.992414117,2.785011242
Accipiter toussenelii,Accipiter toussenelii,0,Accipitriformes,LC,No,Volant,249.3,24.4,Forest,Carnivore,Vertivore,3.51,24.4,13.9,9.2,11.9,62.1,189,48.2,149.6,157.2,Accipitridae,LC,0,15.34107857,5.518616877,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.754695306,0.979370361,4.043051268
Tangara chilensis,Tangara chilensis,0,Passeriformes,LC,No,Volant,19.8,21.9,Forest,Herbivore,Frugivore,-4.2,13,7,4.2,4.7,17.7,76.7,16.7,59.7,56.1,Thraupidae,LC,0,15.34041374,2.984165637,Fruit,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.746174535,1.410986974
Eupetomena macroura,Eupetomena macroura,0,Caprimulgiformes,LC,No,Volant,9,63.4,Shrubland,Herbivore,Nectarivore,-14.64,24.6,20.1,3,2.8,3.4,69.3,43.8,25.3,85,Trochilidae,LC,0,15.34028539,2.197224577,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.19802755,3.569532696
