Seq.,Order,Family name,Family,Common name,Scientific_name,2025 IUCN Red List category,Residential_Commercial_Development,Agriculture_Aquaculture,Energy_Production_Mining,Transportation_Service_Corridors,Biological_Resource_Use,Human_Intrusions_Disturbance,Natural_System_Modifications,Invasive_Other_Problematic_Species,Pollution,Geological_Events,Climate_Change_Severe_Weather,Other_Options
705,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Tuxtla Quail-Dove,Zentrygon carrikeri,EN,0,1,0,0,1,0,0,0,0,0,0,0
706,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Buff-fronted Quail-Dove,Zentrygon costaricensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
707,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Purplish-backed Quail-Dove,Zentrygon lawrencii,LC,0,0,0,0,0,0,0,0,0,0,0,0
708,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-faced Quail-Dove,Zentrygon albifacies,LC,0,0,0,0,0,0,0,0,0,0,0,0
709,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-throated Quail-Dove,Zentrygon frenata,LC,0,0,0,0,0,0,0,0,0,0,0,0
710,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Lined Quail-Dove,Zentrygon linearis,LC,0,0,0,0,0,0,0,0,0,0,0,0
711,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Chiriqui Quail-Dove,Zentrygon chiriquensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
712,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Russet-crowned Quail-Dove,Zentrygon goldmani,NT,0,0,0,0,1,0,0,0,0,0,0,0
713,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-winged Dove,Zenaida asiatica,LC,0,0,0,0,0,0,0,0,0,0,0,0
714,COLUMBIFORMES,Columbidae,"Pigeons, Doves",West Peruvian Dove,Zenaida meloda,LC,0,0,0,0,0,0,0,0,0,0,0,0
715,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Zenaida Dove,Zenaida aurita,LC,0,0,0,0,0,0,0,0,0,0,0,0
716,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Galapagos Dove,Zenaida galapagoensis,NT,0,0,0,0,1,0,0,1,0,0,0,0
717,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Eared Dove,Zenaida auriculata,LC,0,0,0,0,0,0,0,0,0,0,0,0
718,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Mourning Dove,Zenaida macroura,LC,0,0,0,0,0,0,0,0,0,0,0,0
719,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Socorro Dove,Zenaida graysoni,EW,0,0,0,0,1,0,0,1,0,0,0,0
720,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Inca Dove,Columbina inca,LC,0,0,0,0,0,0,0,0,0,0,0,0
721,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Scaled Dove,Columbina squammata,LC,0,0,0,0,0,0,0,0,0,0,0,0
722,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Common Ground Dove,Columbina passerina,LC,0,0,0,0,0,0,0,0,0,0,0,0
723,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Plain-breasted Ground Dove,Columbina minuta,LC,0,0,0,0,0,0,0,0,0,0,0,0
724,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Ecuadorian Ground Dove,Columbina buckleyi,LC,0,0,0,0,0,0,0,0,0,0,0,0
725,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Ruddy Ground Dove,Columbina talpacoti,LC,0,0,0,0,0,0,0,0,0,0,0,0
726,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Picui Ground Dove,Columbina picui,LC,0,0,0,0,0,0,0,0,0,0,0,0
727,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Croaking Ground Dove,Columbina cruziana,LC,0,0,0,0,0,0,0,0,0,0,0,0
728,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Blue-eyed Ground Dove,Columbina cyanopis,CR,0,1,0,0,0,0,0,1,0,0,1,0
729,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Blue Ground Dove,Claravis pretiosa,LC,0,0,0,0,0,0,0,0,0,0,0,0
730,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Maroon-chested Ground Dove,Paraclaravis mondetoura,LC,0,0,0,0,0,0,0,0,0,0,0,0
731,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Purple-winged Ground Dove,Paraclaravis geoffroyi,CR,1,1,0,0,1,0,0,0,0,0,0,0
732,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Bare-faced Ground Dove,Metriopelia ceciliae,LC,0,0,0,0,0,0,0,0,0,0,0,0
733,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Moreno's Ground Dove,Metriopelia morenoi,LC,0,0,0,0,0,0,0,0,0,0,0,0
734,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Black-winged Ground Dove,Metriopelia melanoptera,LC,0,0,0,0,0,0,0,0,0,0,0,0
735,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Golden-spotted Ground Dove,Metriopelia aymara,LC,0,0,0,0,0,0,0,0,0,0,0,0
736,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Long-tailed Ground Dove,Uropelia campestris,LC,0,0,0,0,0,0,0,0,0,0,0,0
737,COLUMBIFORMES,Columbidae,"Pigeons, Doves",New Guinea Bronzewing,Henicophaps albifrons,LC,0,0,0,0,0,0,0,0,0,0,0,0
738,COLUMBIFORMES,Columbidae,"Pigeons, Doves",New Britain Bronzewing,Henicophaps foersteri,VU,0,1,0,0,1,0,0,1,0,0,0,0
739,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Luzon Bleeding-heart,Gallicolumba luzonica,NT,0,1,1,1,1,0,0,0,0,0,0,0
740,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Mindanao Bleeding-heart,Gallicolumba crinigera,VU,0,1,0,0,1,0,0,0,0,0,0,0
741,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Mindoro Bleeding-heart,Gallicolumba platenae,CR,0,1,1,0,1,0,0,0,0,0,0,0
742,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Negros Bleeding-heart,Gallicolumba keayi,CR,1,1,0,0,1,0,0,1,0,0,0,0
743,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Sulu Bleeding-heart,Gallicolumba menagei,CR,0,1,0,0,1,0,0,0,0,0,0,0
744,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Sulawesi Ground Dove,Gallicolumba tristigmata,LC,0,0,0,0,0,0,0,0,0,0,0,0
745,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Cinnamon Ground Dove,Gallicolumba rufigula,LC,0,0,0,0,0,0,0,0,0,0,0,0
746,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Wetar Ground Dove,Pampusana hoedtii,EN,0,1,1,0,1,0,0,0,0,0,0,0
747,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-breasted Ground Dove,Pampusana jobiensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
748,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Caroline Ground Dove,Pampusana kubaryi,EN,0,1,0,0,1,0,0,1,0,0,0,0
749,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-throated Ground Dove,Pampusana xanthonura,NT,0,0,0,0,1,0,0,1,0,0,0,0
750,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Polynesian Ground Dove,Pampusana erythroptera,CR,0,0,0,0,1,0,0,1,0,0,1,0
751,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Marquesas Ground Dove,Pampusana rubescens,EN,0,0,0,0,0,0,0,1,0,0,1,0
752,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Western Bronze Ground Dove,Pampusana beccarii,LC,0,0,0,0,0,0,0,0,0,0,0,0
753,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Eastern Bronze Ground Dove,Pampusana johannae,LC,0,0,0,0,0,0,0,0,0,0,0,0
754,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Palau Ground Dove,Pampusana canifrons,EN,1,1,0,1,0,1,0,1,0,0,0,0
755,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Santa Cruz Ground Dove,Pampusana sanctaecrucis,EN,0,1,0,0,1,0,0,1,0,1,0,0
756,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Thick-billed Ground Dove,Pampusana salamonis,EX,0,1,0,0,1,0,0,1,0,0,0,0
757,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Shy Ground Dove,Pampusana stairi,LC,1,1,0,0,1,0,0,1,0,0,1,0
758,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Tanna Ground Dove,Pampusana ferruginea,EX,0,0,0,0,1,0,0,1,0,0,0,0
759,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Wonga Pigeon,Leucosarcia melanoleuca,LC,0,0,0,0,0,0,0,0,0,0,1,0
760,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Chestnut-quilled Rock-pigeon,Petrophassa rufipennis,LC,0,0,0,0,0,0,0,0,0,0,0,0
761,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-quilled Rock-pigeon,Petrophassa albipennis,LC,0,0,0,0,0,0,0,0,0,0,0,0
762,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Spinifex Pigeon,Geophaps plumifera,LC,0,1,0,0,0,0,1,0,0,0,0,0
763,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Squatter Pigeon,Geophaps scripta,LC,0,0,0,0,0,0,0,0,0,0,0,0
764,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Partridge Pigeon,Geophaps smithii,LC,0,1,0,0,0,0,1,1,0,0,1,0
765,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Common Bronzewing,Phaps chalcoptera,LC,0,0,0,0,0,0,0,0,0,0,0,0
766,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Brush Bronzewing,Phaps elegans,LC,0,0,0,0,0,0,0,0,0,0,1,0
767,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Flock Bronzewing,Phaps histrionica,LC,0,0,0,0,0,0,0,0,0,0,0,0
768,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Crested Pigeon,Ocyphaps lophotes,LC,0,0,0,0,0,0,0,0,0,0,0,0
769,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Diamond Dove,Geopelia cuneata,LC,0,0,0,0,0,0,0,0,0,0,0,0
770,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Zebra Dove,Geopelia striata,LC,0,0,0,0,0,0,0,0,0,0,0,0
771,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Peaceful Dove,Geopelia placida,LC,0,0,0,0,0,0,0,0,0,0,0,0
772,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Barred Dove,Geopelia maugeus,LC,0,0,0,0,0,0,0,0,0,0,0,0
773,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Bar-shouldered Dove,Geopelia humeralis,LC,0,0,0,0,0,0,0,0,0,0,0,0
774,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Thick-billed Ground-pigeon,Trugon terrestris,LC,0,0,0,0,0,0,0,0,0,0,0,0
775,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-naped Pheasant-pigeon,Otidiphaps aruensis,VU,0,1,0,0,1,0,0,0,0,0,0,0
776,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Green-naped Pheasant-pigeon,Otidiphaps nobilis,LC,0,0,0,0,0,0,0,0,0,0,0,0
777,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey-naped Pheasant-pigeon,Otidiphaps cervicalis,LC,0,0,0,0,0,0,0,0,0,0,0,0
778,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Black-naped Pheasant-pigeon,Otidiphaps insularis,CR,0,1,0,0,1,0,0,1,0,0,0,0
779,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Choiseul Pigeon,Microgoura meeki,EX,0,0,0,0,1,0,0,1,0,0,0,0
780,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Western Crowned-pigeon,Goura cristata,VU,0,0,1,1,1,0,0,0,0,0,0,0
781,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Sclater's Crowned-pigeon,Goura sclaterii,NT,0,1,1,0,1,0,0,0,0,0,0,0
782,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Scheepmaker's Crowned-pigeon,Goura scheepmakeri,VU,0,1,0,0,1,0,0,0,0,0,0,0
783,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Victoria Crowned-pigeon,Goura victoria,NT,0,1,0,0,1,0,0,0,0,0,0,0
784,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Nicobar Pigeon,Caloenas nicobarica,NT,0,1,0,0,1,0,0,1,0,0,0,0
785,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Liverpool Pigeon,Caloenas maculata,EX,0,0,0,0,0,0,0,0,0,0,0,0
786,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Dodo,Raphus cucullatus,EX,0,0,0,0,1,0,0,1,0,0,0,0
787,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Rodrigues Solitaire,Pezophaps solitaria,EX,0,0,0,0,1,0,0,1,0,0,0,0
788,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Tooth-billed Pigeon,Didunculus strigirostris,CR,1,1,0,0,1,0,0,1,0,0,1,0
789,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey-capped Emerald Dove,Chalcophaps indica,LC,0,0,0,0,0,0,0,0,0,0,0,0
790,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Brown-capped Emerald Dove,Chalcophaps longirostris,LC,0,0,0,0,0,0,0,0,0,0,0,0
791,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Stephan's Dove,Chalcophaps stephani,LC,0,0,0,0,0,0,0,0,0,0,0,0
792,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Emerald-spotted Wood-dove,Turtur chalcospilos,LC,0,0,0,0,0,0,0,0,0,0,0,0
793,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Black-billed Wood-dove,Turtur abyssinicus,LC,0,0,0,0,0,0,0,0,0,0,0,0
794,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Blue-spotted Wood-dove,Turtur afer,LC,0,0,0,0,0,0,0,0,0,0,0,0
795,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Tambourine Dove,Turtur tympanistria,LC,0,0,0,0,0,0,0,0,0,0,0,0
796,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Blue-headed Wood-dove,Turtur brehmeri,LC,0,0,0,0,0,0,0,0,0,0,0,0
797,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Namaqua Dove,Oena capensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
798,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-eared Brown-dove,Phapitreron leucotis,LC,0,0,0,0,0,0,0,0,0,0,0,0
799,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Buff-eared Brown-dove,Phapitreron nigrorum,LC,0,0,0,0,0,0,0,0,0,0,0,0
800,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Short-billed Brown-dove,Phapitreron brevirostris,LC,0,0,0,0,0,0,0,0,0,0,0,0
801,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Amethyst Brown-dove,Phapitreron amethystinus,LC,0,0,0,0,0,0,0,0,0,0,0,0
802,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey-breasted Brown-dove,Phapitreron maculipectus,NT,0,1,0,0,1,0,0,0,0,0,0,0
803,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Cebu Brown-dove,Phapitreron frontalis,CR,1,1,1,1,1,0,0,0,0,0,0,0
804,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Dark-eared Brown-dove,Phapitreron brunneiceps,VU,0,1,1,0,1,0,0,0,0,0,0,0
805,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Tawitawi Brown-dove,Phapitreron cinereiceps,EN,1,1,0,0,1,0,0,0,0,0,0,0
806,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Cinnamon-headed Green-pigeon,Treron fulvicollis,VU,0,1,0,0,1,0,1,0,0,0,0,0
807,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Little Green-pigeon,Treron olax,LC,0,0,0,0,0,0,0,0,0,0,0,0
808,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pink-necked Green-pigeon,Treron vernans,LC,0,0,0,0,0,0,0,0,0,0,0,0
809,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Orange-breasted Green-pigeon,Treron bicinctus,LC,0,0,0,0,0,0,0,0,0,0,0,0
810,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Ashy-headed Green-pigeon,Treron phayrei,NT,0,1,0,0,1,0,0,0,0,0,0,0
811,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey-fronted Green-pigeon,Treron affinis,LC,0,0,0,0,0,0,0,0,0,0,0,0
812,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Sri Lanka Green-pigeon,Treron pompadora,LC,0,0,0,0,0,0,0,0,0,0,0,0
813,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Andaman Green-pigeon,Treron chloropterus,NT,1,1,0,0,1,0,0,0,0,0,0,0
814,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Philippine Green-pigeon,Treron axillaris,LC,0,0,0,0,0,0,0,0,0,0,0,0
815,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Buru Green-pigeon,Treron aromaticus,NT,0,1,0,0,1,0,0,0,0,0,0,0
816,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Thick-billed Green-pigeon,Treron curvirostra,LC,0,0,0,0,0,0,0,0,0,0,0,0
817,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey-cheeked Green-pigeon,Treron griseicauda,LC,0,0,0,0,0,0,0,0,0,0,0,0
818,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Sumba Green-pigeon,Treron teysmannii,NT,0,1,0,0,1,0,0,0,0,0,0,0
819,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Flores Green-pigeon,Treron floris,VU,0,1,1,0,1,0,1,0,0,0,0,0
820,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Timor Green-pigeon,Treron psittaceus,EN,1,1,0,0,1,0,1,0,0,0,0,0
821,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Large Green-pigeon,Treron capellei,VU,0,1,0,0,1,0,1,0,0,0,0,0
822,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Yellow-footed Green-pigeon,Treron phoenicopterus,LC,0,0,0,0,0,0,0,0,0,0,0,0
823,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Bruce's Green-pigeon,Treron waalia,LC,0,0,0,0,0,0,0,0,0,0,0,0
824,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Comoro Green-pigeon,Treron griveaudi,EN,0,1,0,0,1,0,1,1,0,0,1,0
825,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Madagascar Green-pigeon,Treron australis,LC,0,0,0,0,0,0,0,0,0,0,0,0
826,COLUMBIFORMES,Columbidae,"Pigeons, Doves",African Green-pigeon,Treron calvus,LC,0,0,0,0,0,0,0,0,0,0,0,0
827,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey-breasted Green-pigeon,Treron delalandii,LC,0,0,0,0,0,0,0,0,0,0,0,0
828,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pemba Green-pigeon,Treron pembaensis,VU,1,1,0,0,1,0,0,1,0,0,0,0
829,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Sao Tome Green-pigeon,Treron sanctithomae,EN,0,1,0,0,1,0,0,0,0,0,0,0
830,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pin-tailed Green-pigeon,Treron apicauda,LC,0,0,0,0,0,0,0,0,0,0,0,0
831,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Sumatran Green-pigeon,Treron oxyurus,NT,0,1,0,0,1,0,0,0,0,0,0,0
832,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Yellow-vented Green-pigeon,Treron seimundi,LC,0,0,0,0,0,0,0,0,0,0,0,0
833,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Wedge-tailed Green-pigeon,Treron sphenurus,LC,0,0,0,0,0,0,0,0,0,0,0,0
834,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-bellied Green-pigeon,Treron sieboldii,LC,0,0,0,0,0,0,0,0,0,0,0,0
835,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Ryukyu Green-pigeon,Treron permagnus,LC,0,0,0,0,0,0,0,0,0,0,0,0
836,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Taiwan Green-pigeon,Treron formosae,NT,0,0,0,0,1,0,0,0,0,0,0,0
837,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pink-bellied Imperial-pigeon,Ducula poliocephala,NT,0,1,1,0,1,0,0,0,0,0,0,0
838,COLUMBIFORMES,Columbidae,"Pigeons, Doves",White-bellied Imperial-pigeon,Ducula forsteni,LC,0,0,0,0,0,0,0,0,0,0,0,0
839,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Mindoro Imperial-pigeon,Ducula mindorensis,NT,0,1,0,0,1,0,0,0,0,0,1,0
840,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey-headed Imperial-pigeon,Ducula radiata,LC,0,0,0,0,0,0,0,0,0,0,0,0
841,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Spotted Imperial-pigeon,Ducula carola,VU,0,1,0,0,1,0,0,0,0,0,0,0
842,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Green Imperial-pigeon,Ducula aenea,NT,0,1,0,0,1,0,1,0,0,0,0,0
843,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Nicobar Imperial-pigeon,Ducula nicobarica,NT,0,0,0,0,1,0,0,0,0,0,0,0
844,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Enggano Imperial-pigeon,Ducula oenothorax,NT,0,1,0,0,1,0,0,0,0,0,0,0
845,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Spectacled Imperial-pigeon,Ducula perspicillata,LC,0,0,0,0,0,0,0,0,0,0,0,0
846,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Seram Imperial-pigeon,Ducula neglecta,LC,0,0,0,0,0,0,0,0,0,0,0,0
847,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Blue-tailed Imperial-pigeon,Ducula concinna,LC,0,0,0,0,0,0,0,0,0,0,0,0
848,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pacific Imperial-pigeon,Ducula pacifica,LC,0,0,0,0,0,0,0,0,0,0,0,0
849,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Micronesian Imperial-pigeon,Ducula oceanica,VU,1,1,1,1,1,0,0,0,0,0,1,0
850,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Polynesian Imperial-pigeon,Ducula aurorae,EN,1,0,1,0,1,0,0,1,0,0,0,0
851,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Nuku Hiva Imperial Pigeon,Ducula galeata,EN,0,1,0,0,1,0,0,1,0,0,0,0
852,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Red-knobbed Imperial-pigeon,Ducula rubricera,LC,0,1,0,1,1,0,0,0,0,0,0,0
853,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Spice Imperial-pigeon,Ducula myristicivora,LC,0,0,0,0,0,0,0,0,0,0,0,0
854,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Geelvink Imperial-pigeon,Ducula geelvinkiana,LC,0,0,0,0,0,0,0,0,0,0,0,0
855,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Purple-tailed Imperial-pigeon,Ducula rufigaster,LC,0,0,0,0,0,0,0,0,0,0,0,0
856,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Cinnamon-bellied Imperial-pigeon,Ducula basilica,LC,0,0,0,0,0,0,0,0,0,0,0,0
857,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Rusty Imperial-pigeon,Ducula obiensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
858,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Finsch's Imperial-pigeon,Ducula finschii,NT,0,1,0,0,1,0,0,0,0,0,0,0
859,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Shining Imperial-pigeon,Ducula chalconota,LC,0,0,0,0,0,0,0,0,0,0,0,0
860,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Island Imperial-pigeon,Ducula pistrinaria,LC,0,0,0,0,0,0,0,0,0,0,0,0
861,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pink-headed Imperial-pigeon,Ducula rosacea,NT,1,1,1,1,1,0,0,0,0,0,0,0
862,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Christmas Island Imperial-pigeon,Ducula whartoni,LC,0,0,1,0,1,0,0,1,0,0,1,0
863,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Grey Imperial-pigeon,Ducula pickeringii,NT,1,1,0,0,1,0,0,1,0,0,0,0
864,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Barking Imperial-pigeon,Ducula latrans,LC,0,0,0,0,0,0,0,0,0,0,0,0
865,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Chestnut-bellied Imperial-pigeon,Ducula brenchleyi,NT,0,0,0,0,1,0,0,0,0,0,0,0
866,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Vanuatu Imperial-pigeon,Ducula bakeri,LC,0,1,0,0,1,0,0,0,0,0,1,0
867,COLUMBIFORMES,Columbidae,"Pigeons, Doves",New Caledonian Imperial-pigeon,Ducula goliath,NT,0,1,1,0,1,0,1,1,0,0,0,0
868,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pinon's Imperial-pigeon,Ducula pinon,LC,0,0,0,0,1,0,0,0,0,0,0,0
869,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Bismarck Imperial-pigeon,Ducula melanochroa,LC,0,0,0,0,0,0,0,0,0,0,1,0
870,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Collared Imperial-pigeon,Ducula mullerii,LC,0,0,0,0,0,0,0,0,0,0,0,0
871,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Zoe's Imperial-pigeon,Ducula zoeae,LC,0,0,0,0,0,0,0,0,0,0,0,0
872,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Nilgiri Imperial-pigeon,Ducula cuprea,LC,0,0,0,0,0,0,0,0,0,0,0,0
873,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Mountain Imperial-pigeon,Ducula badia,LC,0,0,0,0,0,0,0,0,0,0,0,0
874,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Dark-backed Imperial-pigeon,Ducula lacernulata,LC,0,0,0,0,0,0,0,0,0,0,0,0
875,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Timor Imperial-pigeon,Ducula cineracea,NT,1,1,0,0,1,0,0,0,0,0,0,0
876,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Pied Imperial-pigeon,Ducula bicolor,LC,0,0,0,0,1,0,0,0,0,0,0,0
877,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Torresian Imperial-pigeon,Ducula spilorrhoa,LC,0,0,0,0,0,0,0,0,0,0,0,0
