Seq.,Order,Family name,Family,Common name,Scientific_name,2025 IUCN Red List category,Residential_Commercial_Development,Agriculture_Aquaculture,Energy_Production_Mining,Transportation_Service_Corridors,Biological_Resource_Use,Human_Intrusions_Disturbance,Natural_System_Modifications,Invasive_Other_Problematic_Species,Pollution,Geological_Events,Climate_Change_Severe_Weather,Other_Options
5110,PASSERIFORMES,Furnariidae,Ovenbirds,Rufous-necked Foliage-gleaner,Syndactyla ruficollis,LC,0,1,0,0,1,0,0,0,0,0,0,0
5111,PASSERIFORMES,Furnariidae,Ovenbirds,Russet-mantled Foliage-gleaner,Syndactyla dimidiata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5112,PASSERIFORMES,Furnariidae,Ovenbirds,White-throated Foliage-gleaner,Syndactyla roraimae,LC,0,0,0,0,0,0,0,0,0,0,0,0
5113,PASSERIFORMES,Furnariidae,Ovenbirds,Peruvian Recurvebill,Syndactyla ucayalae,LC,1,0,1,1,1,0,0,0,0,0,0,0
5114,PASSERIFORMES,Furnariidae,Ovenbirds,Bolivian Recurvebill,Syndactyla striata,LC,1,1,1,0,1,0,0,0,0,0,0,0
5115,PASSERIFORMES,Furnariidae,Ovenbirds,Chestnut-winged Hookbill,Ancistrops strigilatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5116,PASSERIFORMES,Furnariidae,Ovenbirds,Buff-fronted Foliage-gleaner,Dendroma rufa,LC,0,0,0,0,0,0,0,0,0,0,0,0
5117,PASSERIFORMES,Furnariidae,Ovenbirds,Chestnut-winged Foliage-gleaner,Dendroma erythroptera,LC,0,0,0,0,0,0,0,0,0,0,0,0
5118,PASSERIFORMES,Furnariidae,Ovenbirds,Chestnut-capped Foliage-gleaner,Clibanornis rectirostris,LC,0,0,0,0,0,0,0,0,0,0,0,0
5119,PASSERIFORMES,Furnariidae,Ovenbirds,Canebrake Groundcreeper,Clibanornis dendrocolaptoides,LC,1,1,0,0,1,0,1,0,0,0,0,0
5120,PASSERIFORMES,Furnariidae,Ovenbirds,Henna-hooded Foliage-gleaner,Clibanornis erythrocephalus,NT,1,1,0,1,1,0,0,1,0,0,0,0
5121,PASSERIFORMES,Furnariidae,Ovenbirds,Ruddy Foliage-gleaner,Clibanornis rubiginosus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5122,PASSERIFORMES,Furnariidae,Ovenbirds,Santa Marta Foliage-gleaner,Clibanornis rufipectus,VU,1,1,0,0,0,0,1,0,0,0,0,0
5123,PASSERIFORMES,Furnariidae,Ovenbirds,Uniform Treehunter,Thripadectes ignobilis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5124,PASSERIFORMES,Furnariidae,Ovenbirds,Flammulated Treehunter,Thripadectes flammulatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5125,PASSERIFORMES,Furnariidae,Ovenbirds,Rufous-backed Treehunter,Thripadectes scrutator,LC,0,0,0,0,0,0,0,0,0,0,0,0
5126,PASSERIFORMES,Furnariidae,Ovenbirds,Striped Treehunter,Thripadectes holostictus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5127,PASSERIFORMES,Furnariidae,Ovenbirds,Streak-capped Treehunter,Thripadectes virgaticeps,LC,0,0,0,0,0,0,0,0,0,0,0,0
5128,PASSERIFORMES,Furnariidae,Ovenbirds,Black-billed Treehunter,Thripadectes melanorhynchus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5129,PASSERIFORMES,Furnariidae,Ovenbirds,Streak-breasted Treehunter,Thripadectes rufobrunneus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5130,PASSERIFORMES,Furnariidae,Ovenbirds,Chestnut-crowned Foliage-gleaner,Automolus rufipileatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5131,PASSERIFORMES,Furnariidae,Ovenbirds,Brown-rumped Foliage-gleaner,Automolus melanopezus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5132,PASSERIFORMES,Furnariidae,Ovenbirds,Western Woodhaunter,Automolus virgatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5133,PASSERIFORMES,Furnariidae,Ovenbirds,Amazonian Woodhaunter,Automolus subulatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5134,PASSERIFORMES,Furnariidae,Ovenbirds,Ochre-throated Foliage-gleaner,Automolus ochrolaemus,LC,0,1,0,0,0,0,0,0,0,0,0,0
5135,PASSERIFORMES,Furnariidae,Ovenbirds,Chiriqui Foliage-gleaner,Automolus exsertus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5136,PASSERIFORMES,Furnariidae,Ovenbirds,Fawn-throated Foliage-gleaner,Automolus cervinigularis,LC,0,1,0,0,0,0,0,0,0,0,0,0
5137,PASSERIFORMES,Furnariidae,Ovenbirds,Olive-backed Foliage-gleaner,Automolus infuscatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5138,PASSERIFORMES,Furnariidae,Ovenbirds,Para Foliage-gleaner,Automolus paraensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5139,PASSERIFORMES,Furnariidae,Ovenbirds,Pernambuco Foliage-gleaner,Automolus lammi,EN,0,1,0,0,1,0,0,0,1,0,0,0
5140,PASSERIFORMES,Furnariidae,Ovenbirds,White-eyed Foliage-gleaner,Automolus leucophthalmus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5141,PASSERIFORMES,Furnariidae,Ovenbirds,Spotted Barbtail,Premnoplex brunnescens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5142,PASSERIFORMES,Furnariidae,Ovenbirds,White-throated Barbtail,Premnoplex tatei,EN,0,1,0,0,0,0,1,0,0,0,0,0
5143,PASSERIFORMES,Furnariidae,Ovenbirds,Paria Barbtail,Premnoplex pariae,EN,0,1,0,0,0,0,1,0,0,0,0,0
5144,PASSERIFORMES,Furnariidae,Ovenbirds,Ruddy Treerunner,Margarornis rubiginosus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5145,PASSERIFORMES,Furnariidae,Ovenbirds,Fulvous-dotted Treerunner,Margarornis stellatus,LC,0,1,0,0,1,0,0,0,0,0,0,0
5146,PASSERIFORMES,Furnariidae,Ovenbirds,Pearled Treerunner,Margarornis squamiger,LC,0,0,0,0,0,0,0,0,0,0,0,0
5147,PASSERIFORMES,Furnariidae,Ovenbirds,Beautiful Treerunner,Margarornis bellulus,NT,0,1,1,1,0,0,0,0,0,0,1,0
5148,PASSERIFORMES,Furnariidae,Ovenbirds,Thorn-tailed Rayadito,Aphrastura spinicauda,LC,0,0,0,0,0,0,0,0,0,0,0,0
5149,PASSERIFORMES,Furnariidae,Ovenbirds,Masafuera Rayadito,Aphrastura masafuerae,CR,0,0,0,0,0,0,0,1,0,0,0,0
5150,PASSERIFORMES,Furnariidae,Ovenbirds,Des Murs's Wiretail,Sylviorthorhynchus desmurii,LC,0,0,0,0,0,0,0,0,0,0,0,0
5151,PASSERIFORMES,Furnariidae,Ovenbirds,Tawny Tit-spinetail,Sylviorthorhynchus yanacensis,LC,0,1,0,0,1,0,1,0,0,0,0,0
5152,PASSERIFORMES,Furnariidae,Ovenbirds,White-browed Tit-spinetail,Leptasthenura xenothorax,NT,0,1,0,0,1,0,1,0,0,0,0,0
5153,PASSERIFORMES,Furnariidae,Ovenbirds,Araucaria Tit-spinetail,Leptasthenura setaria,LC,0,1,0,0,0,0,0,0,0,0,0,0
5154,PASSERIFORMES,Furnariidae,Ovenbirds,Tufted Tit-spinetail,Leptasthenura platensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5155,PASSERIFORMES,Furnariidae,Ovenbirds,Striolated Tit-spinetail,Leptasthenura striolata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5156,PASSERIFORMES,Furnariidae,Ovenbirds,Rusty-crowned Tit-spinetail,Leptasthenura pileata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5157,PASSERIFORMES,Furnariidae,Ovenbirds,Streaked Tit-spinetail,Leptasthenura striata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5158,PASSERIFORMES,Furnariidae,Ovenbirds,Brown-capped Tit-spinetail,Leptasthenura fuliginiceps,LC,0,0,0,0,0,0,0,0,0,0,0,0
5159,PASSERIFORMES,Furnariidae,Ovenbirds,Buffy Tit-spinetail,Leptasthenura berlepschi,LC,0,0,0,0,0,0,0,0,0,0,0,0
5160,PASSERIFORMES,Furnariidae,Ovenbirds,Plain-mantled Tit-spinetail,Leptasthenura aegithaloides,LC,0,0,0,0,0,0,0,0,0,0,0,0
5161,PASSERIFORMES,Furnariidae,Ovenbirds,Pallid Tit-spinetail,Leptasthenura pallida,LC,0,0,0,0,0,0,0,0,0,0,0,0
5162,PASSERIFORMES,Furnariidae,Ovenbirds,Andean Tit-spinetail,Leptasthenura andicola,LC,0,0,0,0,0,0,0,0,0,0,0,0
5163,PASSERIFORMES,Furnariidae,Ovenbirds,Plain Thornbird,Phacellodomus inornatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5164,PASSERIFORMES,Furnariidae,Ovenbirds,Rufous-fronted Thornbird,Phacellodomus rufifrons,LC,0,0,0,0,0,0,0,0,0,0,0,0
5165,PASSERIFORMES,Furnariidae,Ovenbirds,Streak-fronted Thornbird,Phacellodomus striaticeps,LC,0,0,0,0,0,0,0,0,0,0,0,0
5166,PASSERIFORMES,Furnariidae,Ovenbirds,Little Thornbird,Phacellodomus sibilatrix,LC,0,0,0,0,0,0,0,0,0,0,0,0
5167,PASSERIFORMES,Furnariidae,Ovenbirds,Chestnut-backed Thornbird,Phacellodomus dorsalis,NT,0,1,0,0,0,0,1,0,0,0,0,0
5168,PASSERIFORMES,Furnariidae,Ovenbirds,Spot-breasted Thornbird,Phacellodomus maculipectus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5169,PASSERIFORMES,Furnariidae,Ovenbirds,Freckle-breasted Thornbird,Phacellodomus striaticollis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5170,PASSERIFORMES,Furnariidae,Ovenbirds,Greater Thornbird,Phacellodomus ruber,LC,0,0,0,0,0,0,0,0,0,0,0,0
5171,PASSERIFORMES,Furnariidae,Ovenbirds,Orange-eyed Thornbird,Phacellodomus erythrophthalmus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5172,PASSERIFORMES,Furnariidae,Ovenbirds,Orange-breasted Thornbird,Phacellodomus ferrugineigula,LC,0,0,0,0,0,0,0,0,0,0,0,0
5173,PASSERIFORMES,Furnariidae,Ovenbirds,White-browed Spinetail,Hellmayrea gularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5174,PASSERIFORMES,Furnariidae,Ovenbirds,Firewood-gatherer,Anumbius annumbi,LC,0,0,0,0,0,0,0,0,0,0,0,0
5175,PASSERIFORMES,Furnariidae,Ovenbirds,Lark-like Brushrunner,Coryphistera alaudina,LC,0,0,0,0,0,0,0,0,0,0,0,0
5176,PASSERIFORMES,Furnariidae,Ovenbirds,White-tailed Canastero,Asthenes usheri,NT,0,1,1,0,1,0,1,0,0,0,0,0
5177,PASSERIFORMES,Furnariidae,Ovenbirds,Huancavelica Canastero,Asthenes huancavelicae,LC,0,1,0,0,1,0,1,0,0,0,0,0
5178,PASSERIFORMES,Furnariidae,Ovenbirds,Arequipa Canastero,Asthenes arequipae,LC,0,0,0,0,0,0,0,0,0,0,0,0
5179,PASSERIFORMES,Furnariidae,Ovenbirds,Creamy-breasted Canastero,Asthenes dorbignyi,LC,0,0,0,0,0,0,0,0,0,0,0,0
5180,PASSERIFORMES,Furnariidae,Ovenbirds,Berlepsch's Canastero,Asthenes berlepschi,NT,0,1,0,0,0,0,0,0,0,0,0,0
5181,PASSERIFORMES,Furnariidae,Ovenbirds,Short-billed Canastero,Asthenes baeri,LC,0,0,0,0,0,0,0,0,0,0,0,0
5182,PASSERIFORMES,Furnariidae,Ovenbirds,Cipo Canastero,Asthenes luizae,NT,1,1,1,1,0,0,1,1,0,0,1,0
5183,PASSERIFORMES,Furnariidae,Ovenbirds,Austral Canastero,Asthenes anthoides,LC,0,0,0,0,0,0,0,0,0,0,0,0
5184,PASSERIFORMES,Furnariidae,Ovenbirds,Hudson's Canastero,Asthenes hudsoni,NT,1,1,1,0,0,0,1,0,1,0,0,0
5185,PASSERIFORMES,Furnariidae,Ovenbirds,Line-fronted Canastero,Asthenes urubambensis,NT,0,1,0,0,1,0,1,0,0,0,0,0
5186,PASSERIFORMES,Furnariidae,Ovenbirds,Many-striped Canastero,Asthenes flammulata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5187,PASSERIFORMES,Furnariidae,Ovenbirds,Junin Canastero,Asthenes virgata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5188,PASSERIFORMES,Furnariidae,Ovenbirds,Scribble-tailed Canastero,Asthenes maculicauda,LC,0,0,0,0,0,0,0,0,0,0,0,0
5189,PASSERIFORMES,Furnariidae,Ovenbirds,Cordilleran Canastero,Asthenes modesta,LC,0,0,0,0,0,0,0,0,0,0,0,0
5190,PASSERIFORMES,Furnariidae,Ovenbirds,Streak-throated Canastero,Asthenes humilis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5191,PASSERIFORMES,Furnariidae,Ovenbirds,Streak-backed Canastero,Asthenes wyatti,LC,0,0,0,0,0,0,0,0,0,0,0,0
5192,PASSERIFORMES,Furnariidae,Ovenbirds,Itatiaia Spinetail,Asthenes moreirae,LC,0,0,0,0,0,0,0,0,0,0,1,0
5193,PASSERIFORMES,Furnariidae,Ovenbirds,Sharp-billed Canastero,Asthenes pyrrholeuca,LC,0,0,0,0,0,0,0,0,0,0,0,0
5194,PASSERIFORMES,Furnariidae,Ovenbirds,Black-throated Thistletail,Asthenes harterti,LC,0,0,0,0,0,0,0,0,0,0,0,0
5195,PASSERIFORMES,Furnariidae,Ovenbirds,Ochre-browed Thistletail,Asthenes coryi,LC,0,0,0,0,0,0,0,0,0,0,1,0
5196,PASSERIFORMES,Furnariidae,Ovenbirds,Perija Thistletail,Asthenes perijana,EN,1,1,1,0,0,0,0,0,0,0,1,0
5197,PASSERIFORMES,Furnariidae,Ovenbirds,White-chinned Thistletail,Asthenes fuliginosa,LC,0,0,0,0,0,0,0,0,0,0,0,0
5198,PASSERIFORMES,Furnariidae,Ovenbirds,Mouse-colored Thistletail,Asthenes griseomurina,LC,0,0,0,0,0,0,0,0,0,0,0,0
5199,PASSERIFORMES,Furnariidae,Ovenbirds,Puna Thistletail,Asthenes helleri,LC,0,1,0,0,0,0,1,0,0,0,0,0
5200,PASSERIFORMES,Furnariidae,Ovenbirds,Rusty-fronted Canastero,Asthenes ottonis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5201,PASSERIFORMES,Furnariidae,Ovenbirds,Eye-ringed Thistletail,Asthenes palpebralis,LC,0,1,0,0,1,0,1,0,0,0,0,0
5202,PASSERIFORMES,Furnariidae,Ovenbirds,Maquis Canastero,Asthenes heterura,LC,0,1,0,0,1,0,1,0,0,0,0,0
5203,PASSERIFORMES,Furnariidae,Ovenbirds,Canyon Canastero,Asthenes pudibunda,LC,0,0,0,0,0,0,0,0,0,0,0,0
5204,PASSERIFORMES,Furnariidae,Ovenbirds,Vilcabamba Thistletail,Asthenes vilcabambae,LC,0,0,0,0,0,0,0,0,0,0,0,0
5205,PASSERIFORMES,Furnariidae,Ovenbirds,Ayacucho Thistletail,Asthenes ayacuchensis,NT,0,1,0,0,0,0,1,0,0,0,0,0
5206,PASSERIFORMES,Furnariidae,Ovenbirds,Pink-legged Graveteiro,Acrobatornis fonsecai,NT,1,1,0,0,1,0,0,1,0,0,0,0
5207,PASSERIFORMES,Furnariidae,Ovenbirds,Orange-fronted Plushcrown,Metopothrix aurantiaca,LC,0,0,0,0,0,0,0,0,0,0,0,0
5208,PASSERIFORMES,Furnariidae,Ovenbirds,Double-banded Greytail,Xenerpestes minlosi,LC,0,0,0,0,0,0,0,0,0,0,0,0
5209,PASSERIFORMES,Furnariidae,Ovenbirds,Equatorial Greytail,Xenerpestes singularis,LC,0,1,1,0,1,0,0,0,0,0,0,0
5210,PASSERIFORMES,Furnariidae,Ovenbirds,Spectacled Prickletail,Siptornis striaticollis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5211,PASSERIFORMES,Furnariidae,Ovenbirds,Roraiman Barbtail,Roraimia adusta,LC,0,0,0,0,0,0,0,0,0,0,0,0
5212,PASSERIFORMES,Furnariidae,Ovenbirds,Speckled Spinetail,Thripophaga gutturata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5213,PASSERIFORMES,Furnariidae,Ovenbirds,Orinoco Softtail,Thripophaga cherriei,VU,0,1,0,0,0,0,0,0,0,0,0,0
5214,PASSERIFORMES,Furnariidae,Ovenbirds,Delta Amacuro Softtail,Thripophaga amacurensis,VU,0,1,1,0,1,0,0,0,0,0,0,0
5215,PASSERIFORMES,Furnariidae,Ovenbirds,Striated Softtail,Thripophaga macroura,NT,0,1,0,0,1,0,0,0,0,0,0,0
5216,PASSERIFORMES,Furnariidae,Ovenbirds,Plain Softtail,Thripophaga fusciceps,LC,0,0,0,0,0,0,0,0,0,0,0,0
5217,PASSERIFORMES,Furnariidae,Ovenbirds,Straight-billed Reedhaunter,Limnoctites rectirostris,NT,1,1,0,0,0,0,0,0,1,0,0,0
5218,PASSERIFORMES,Furnariidae,Ovenbirds,Sulphur-throated Spinetail,Limnoctites sulphuriferus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5219,PASSERIFORMES,Furnariidae,Ovenbirds,Marcapata Spinetail,Cranioleuca marcapatae,LC,0,0,0,0,1,0,0,0,0,0,0,0
5220,PASSERIFORMES,Furnariidae,Ovenbirds,Vilcabamba Spinetail,Cranioleuca weskei,LC,0,0,0,0,1,0,0,0,0,0,0,0
5221,PASSERIFORMES,Furnariidae,Ovenbirds,Light-crowned Spinetail,Cranioleuca albiceps,LC,0,0,0,0,0,0,0,0,0,0,0,0
5222,PASSERIFORMES,Furnariidae,Ovenbirds,Parker's Spinetail,Cranioleuca vulpecula,LC,0,0,0,0,0,0,0,0,0,0,0,0
5223,PASSERIFORMES,Furnariidae,Ovenbirds,Russet-mantled Softtail,Cranioleuca berlepschi,NT,0,1,0,1,0,0,1,0,0,0,0,0
5224,PASSERIFORMES,Furnariidae,Ovenbirds,Rusty-backed Spinetail,Cranioleuca vulpina,LC,0,0,0,0,0,0,0,0,0,0,0,0
5225,PASSERIFORMES,Furnariidae,Ovenbirds,Coiba Spinetail,Cranioleuca dissita,LC,0,0,0,0,0,0,0,1,0,0,0,0
5226,PASSERIFORMES,Furnariidae,Ovenbirds,Scaled Spinetail,Cranioleuca muelleri,LC,0,1,0,0,0,0,0,0,0,0,0,0
5227,PASSERIFORMES,Furnariidae,Ovenbirds,Creamy-crested Spinetail,Cranioleuca albicapilla,LC,0,0,0,0,0,0,0,0,0,0,0,0
5228,PASSERIFORMES,Furnariidae,Ovenbirds,Olive Spinetail,Cranioleuca obsoleta,LC,0,0,0,0,0,0,0,0,0,0,0,0
5229,PASSERIFORMES,Furnariidae,Ovenbirds,Pallid Spinetail,Cranioleuca pallida,LC,0,0,0,0,0,0,0,0,0,0,0,0
5230,PASSERIFORMES,Furnariidae,Ovenbirds,Stripe-crowned Spinetail,Cranioleuca pyrrhophia,LC,0,0,0,0,0,0,0,0,0,0,0,0
5231,PASSERIFORMES,Furnariidae,Ovenbirds,Bolivian Spinetail,Cranioleuca henricae,VU,0,1,0,1,1,0,1,0,0,1,1,0
5232,PASSERIFORMES,Furnariidae,Ovenbirds,Red-faced Spinetail,Cranioleuca erythrops,LC,0,0,0,0,0,0,0,0,0,0,0,0
5233,PASSERIFORMES,Furnariidae,Ovenbirds,Line-cheeked Spinetail,Cranioleuca antisiensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5234,PASSERIFORMES,Furnariidae,Ovenbirds,Ash-browed Spinetail,Cranioleuca curtata,LC,0,1,0,0,1,0,0,0,0,0,0,0
5235,PASSERIFORMES,Furnariidae,Ovenbirds,Tepui Spinetail,Cranioleuca demissa,LC,0,0,0,0,0,0,0,0,0,0,0,0
5236,PASSERIFORMES,Furnariidae,Ovenbirds,Grey-headed Spinetail,Cranioleuca semicinerea,LC,0,0,0,0,0,0,0,0,0,0,0,0
5237,PASSERIFORMES,Furnariidae,Ovenbirds,Streak-capped Spinetail,Cranioleuca hellmayri,LC,0,0,0,0,0,0,0,0,0,0,0,0
5238,PASSERIFORMES,Furnariidae,Ovenbirds,Crested Spinetail,Cranioleuca subcristata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5239,PASSERIFORMES,Furnariidae,Ovenbirds,Dusky-tailed Canastero,Pseudasthenes humicola,LC,0,0,0,0,0,0,0,0,0,0,0,0
5240,PASSERIFORMES,Furnariidae,Ovenbirds,Patagonian Canastero,Pseudasthenes patagonica,LC,0,0,0,0,0,0,0,0,0,0,0,0
5241,PASSERIFORMES,Furnariidae,Ovenbirds,Steinbach's Canastero,Pseudasthenes steinbachi,LC,0,1,0,0,0,0,0,0,0,0,0,0
5242,PASSERIFORMES,Furnariidae,Ovenbirds,Cactus Canastero,Pseudasthenes cactorum,LC,0,0,0,0,0,0,0,0,0,0,0,0
5243,PASSERIFORMES,Furnariidae,Ovenbirds,Bay-capped Wren-spinetail,Spartonoica maluroides,LC,0,1,1,0,0,0,1,0,0,0,0,0
5244,PASSERIFORMES,Furnariidae,Ovenbirds,Grey-crested Cacholote,Pseudoseisura unirufa,LC,0,0,0,0,0,0,0,0,0,0,0,0
5245,PASSERIFORMES,Furnariidae,Ovenbirds,Caatinga Cacholote,Pseudoseisura cristata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5246,PASSERIFORMES,Furnariidae,Ovenbirds,Brown Cacholote,Pseudoseisura lophotes,LC,0,0,0,0,0,0,0,0,0,0,0,0
5247,PASSERIFORMES,Furnariidae,Ovenbirds,White-throated Cacholote,Pseudoseisura gutturalis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5248,PASSERIFORMES,Furnariidae,Ovenbirds,White-bellied Spinetail,Mazaria propinqua,LC,0,0,0,0,0,0,0,0,0,0,0,0
5249,PASSERIFORMES,Furnariidae,Ovenbirds,Chotoy Spinetail,Schoeniophylax phryganophilus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5250,PASSERIFORMES,Furnariidae,Ovenbirds,Yellow-chinned Spinetail,Certhiaxis cinnamomeus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5251,PASSERIFORMES,Furnariidae,Ovenbirds,Red-and-white Spinetail,Certhiaxis mustelinus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5252,PASSERIFORMES,Furnariidae,Ovenbirds,Ochre-cheeked Spinetail,Synallaxis scutata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5253,PASSERIFORMES,Furnariidae,Ovenbirds,Grey-bellied Spinetail,Synallaxis cinerascens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5254,PASSERIFORMES,Furnariidae,Ovenbirds,Plain-crowned Spinetail,Synallaxis gujanensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5255,PASSERIFORMES,Furnariidae,Ovenbirds,Maranon Spinetail,Synallaxis maranonica,CR,0,1,1,0,1,0,0,0,0,0,0,0
5256,PASSERIFORMES,Furnariidae,Ovenbirds,Araguaia Spinetail,Synallaxis simoni,LC,0,0,0,0,1,0,0,0,0,0,0,0
5257,PASSERIFORMES,Furnariidae,Ovenbirds,White-lored Spinetail,Synallaxis albilora,LC,0,0,0,0,0,0,0,0,0,0,0,0
5258,PASSERIFORMES,Furnariidae,Ovenbirds,Hoary-throated Spinetail,Synallaxis kollari,EN,0,1,0,0,1,0,1,0,0,0,0,0
5259,PASSERIFORMES,Furnariidae,Ovenbirds,White-whiskered Spinetail,Synallaxis candei,LC,0,0,0,0,0,0,0,0,0,0,0,0
5260,PASSERIFORMES,Furnariidae,Ovenbirds,Rufous-breasted Spinetail,Synallaxis erythrothorax,LC,0,0,0,0,0,0,0,0,0,0,0,0
5261,PASSERIFORMES,Furnariidae,Ovenbirds,Blackish-headed Spinetail,Synallaxis tithys,VU,0,1,0,0,1,0,0,0,0,0,0,0
5262,PASSERIFORMES,Furnariidae,Ovenbirds,Rufous Spinetail,Synallaxis unirufa,LC,0,0,0,0,0,0,0,0,0,0,0,0
5263,PASSERIFORMES,Furnariidae,Ovenbirds,Black-throated Spinetail,Synallaxis castanea,LC,0,0,0,0,0,0,0,0,0,0,0,0
5264,PASSERIFORMES,Furnariidae,Ovenbirds,Rusty-headed Spinetail,Synallaxis fuscorufa,NT,0,1,0,0,1,0,1,0,0,0,0,0
5265,PASSERIFORMES,Furnariidae,Ovenbirds,Stripe-breasted Spinetail,Synallaxis cinnamomea,LC,0,0,0,0,0,0,0,0,0,0,0,0
5266,PASSERIFORMES,Furnariidae,Ovenbirds,Ruddy Spinetail,Synallaxis rutilans,LC,0,0,0,0,0,0,0,0,0,0,0,0
5267,PASSERIFORMES,Furnariidae,Ovenbirds,Chestnut-throated Spinetail,Synallaxis cherriei,LC,1,1,1,1,1,0,0,0,0,0,0,0
5268,PASSERIFORMES,Furnariidae,Ovenbirds,Great Spinetail,Synallaxis hypochondriaca,NT,0,1,1,0,1,0,0,0,0,0,0,0
5269,PASSERIFORMES,Furnariidae,Ovenbirds,Russet-bellied Spinetail,Synallaxis zimmeri,VU,0,1,0,0,1,0,0,0,0,0,0,0
5270,PASSERIFORMES,Furnariidae,Ovenbirds,Necklaced Spinetail,Synallaxis stictothorax,LC,0,0,0,0,0,0,0,0,0,0,0,0
5271,PASSERIFORMES,Furnariidae,Ovenbirds,Chinchipe Spinetail,Synallaxis chinchipensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5272,PASSERIFORMES,Furnariidae,Ovenbirds,Slaty Spinetail,Synallaxis brachyura,LC,0,0,0,0,0,0,0,0,0,0,0,0
5273,PASSERIFORMES,Furnariidae,Ovenbirds,Silvery-throated Spinetail,Synallaxis subpudica,LC,0,0,0,0,0,0,0,0,0,0,0,0
5274,PASSERIFORMES,Furnariidae,Ovenbirds,Red-shouldered Spinetail,Synallaxis hellmayri,LC,0,1,0,0,1,0,1,0,0,0,0,0
5275,PASSERIFORMES,Furnariidae,Ovenbirds,Rufous-capped Spinetail,Synallaxis ruficapilla,LC,0,0,0,0,0,0,0,0,0,0,0,0
5276,PASSERIFORMES,Furnariidae,Ovenbirds,Bahia Spinetail,Synallaxis cinerea,NT,0,1,0,0,1,0,1,0,0,0,1,0
5277,PASSERIFORMES,Furnariidae,Ovenbirds,Pinto's Spinetail,Synallaxis infuscata,EN,0,1,0,0,1,0,1,0,0,0,0,0
5278,PASSERIFORMES,Furnariidae,Ovenbirds,Dusky Spinetail,Synallaxis moesta,LC,0,1,0,0,1,0,0,0,0,0,0,0
5279,PASSERIFORMES,Furnariidae,Ovenbirds,Cabanis's Spinetail,Synallaxis cabanisi,LC,0,1,0,0,0,0,0,0,0,0,0,0
5280,PASSERIFORMES,Furnariidae,Ovenbirds,McConnell's Spinetail,Synallaxis macconnelli,LC,0,0,0,0,0,0,0,0,0,0,0,0
5281,PASSERIFORMES,Furnariidae,Ovenbirds,Cinereous-breasted Spinetail,Synallaxis hypospodia,LC,0,0,0,0,0,0,0,0,0,0,0,0
5282,PASSERIFORMES,Furnariidae,Ovenbirds,Spix's Spinetail,Synallaxis spixi,LC,0,0,0,0,0,0,0,0,0,0,0,0
5283,PASSERIFORMES,Furnariidae,Ovenbirds,Dark-breasted Spinetail,Synallaxis albigularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5284,PASSERIFORMES,Furnariidae,Ovenbirds,Orinoco Spinetail,Synallaxis beverlyae,NT,0,1,0,0,0,1,1,0,0,0,0,0
